time_s,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6
5.052329801067029003e+00,3.805063770791715094e-01,-9.757691372327773408e-03,-4.561596350472431616e-01,3.851922518747972940e-10,-1.124394384117558765e+00,-3.805063783974696467e-01,3.249252433483673623e-09,2.686488547572717968e-03,-1.411703176520015188e-02,-1.357514417047352708e-07,1.680372333692544198e-02,3.335929460149198542e-07,4.439658169973542573e-08,-2.994114848253807016e-03,1.769062768913283804e-02,-1.854962610290277900e-06,-2.068196830122973756e-02,4.558349364884828372e-06
5.055205344493930220e+00,3.805063770886987218e-01,-9.749978647320486566e-03,-4.562001560178806647e-01,-1.284856162089702145e-11,-1.124346149826620511e+00,-3.805063774193319093e-01,3.377227900858549868e-09,2.677867695039228002e-03,-1.406613282959858630e-02,-1.410984722426354486e-07,1.674421154567689793e-02,3.467326357253796515e-07,4.461053884658562109e-08,-3.001865646507919944e-03,1.771063690653780151e-02,-1.863904765234661036e-06,-2.070971494321488179e-02,4.580323594497047235e-06
5.058080887920833213e+00,3.805063770985933624e-01,-9.742290744005321565e-03,-4.562405305437050584e-01,-4.262400749122852422e-10,-1.124298086779229822e+00,-3.805063764034717355e-01,3.503255490865459354e-09,2.669224529051940700e-03,-1.401517638279546618e-02,-1.463641262123349141e-07,1.668461980806837733e-02,3.596723520641559688e-07,4.186441266209620311e-08,-3.009650068799740209e-03,1.773061230880864508e-02,-1.749171271788979205e-06,-2.073764636018617449e-02,4.298379646958430770e-06
5.060956431347734430e+00,3.805063771088337821e-01,-9.734627726735054984e-03,-4.562807584595301447e-01,-8.540792473031090108e-10,-1.124250195206275338e+00,-3.805063753521080727e-01,3.616933265142412177e-09,2.660558927699960188e-03,-1.396416254703594130e-02,-1.511137988385608915e-07,1.662494747445053545e-02,3.713441055531541285e-07,3.721594351421316063e-08,-3.017453902729539360e-03,1.775056797470903405e-02,-1.554955703606098739e-06,-2.076569632374839283e-02,3.821117966840230307e-06
5.063831974774637423e+00,3.805063771193819555e-01,-9.726989660031706494e-03,-4.563208396003415879e-01,-1.294778561070782765e-09,-1.124202475339668661e+00,-3.805063742691421891e-01,3.717374225681742883e-09,2.651870896592625846e-03,-1.391309131820234711e-02,-1.553104301758777661e-07,1.656519449088916796e-02,3.816568257930271999e-07,3.265783427161896215e-08,-3.025250420511636958e-03,1.777053038669503676e-02,-1.364515411228396844e-06,-2.079374007104452596e-02,3.353133578615106610e-06
5.066707518201539528e+00,3.805063771302003017e-01,-9.719376608362697081e-03,-4.563607738010752590e-01,-1.746763295698677867e-09,-1.124154927411295191e+00,-3.805063731584437114e-01,3.804837340180402720e-09,2.643160456833493210e-03,-1.386196267684081974e-02,-1.589648400063518170e-07,1.650536087521574380e-02,3.906371011131121726e-07,2.818948229935135975e-08,-3.033039576477485934e-03,1.779049958319873365e-02,-1.177825216323674546e-06,-2.082177763249414698e-02,2.894364609521826957e-06
5.069583061628441634e+00,3.805063771412516838e-01,-9.711788636134574548e-03,-4.564005608966108518e-01,-2.208489739250617142e-09,-1.124107551652991921e+00,-3.805063720238061054e-01,3.879579841542227864e-09,2.634427629657507940e-03,-1.381077660338685814e-02,-1.620877756316919130e-07,1.644544664517408675e-02,3.983113417308754730e-07,2.381028365129461844e-08,-3.040821324904901569e-03,1.781047560269545874e-02,-9.948598857792015520e-07,-2.084980903858840023e-02,2.444749052182506086e-06
5.072458605055343739e+00,3.805063771525001304e-01,-9.704225807692656164e-03,-4.564402007217714941e-01,-2.678444979724437974e-09,-1.124060348296542111e+00,-3.805063708689472302e-01,3.941857224136815749e-09,2.625672436431172353e-03,-1.375953307816528935e-02,-1.646899117169441407e-07,1.638545181842028520e-02,4.047057793678111567e-07,1.951963309051386884e-08,-3.048595620017785241e-03,1.783045848370403905e-02,-8.155941325512957015e-07,-2.087783431988865165e-02,2.004224766690349282e-06
5.075334148482245844e+00,3.805063771639099479e-01,-9.696688187320603655e-03,-4.564796931113238032e-01,-3.155146695962643503e-09,-1.124013317573681281e+00,-3.805063696975097276e-01,3.991923240117440583e-09,2.616894898652693743e-03,-1.370823208139009507e-02,-1.667818501366526221e-07,1.632537641252240768e-02,4.098464668713988813e-07,1.531692410965640860e-08,-3.056362415985900641e-03,1.785044826478717622e-02,-6.400026165176959232e-07,-2.090585350702538897e-02,1.572729482704259829e-06
5.078209691909147949e+00,3.805063771754465529e-01,-9.689175839240081467e-03,-4.565190378999772758e-01,-3.637142948119896868e-09,-1.123966459716092547e+00,-3.805063685130615769e-01,4.030029895797074586e-09,2.608095037952154385e-03,-1.365687359316435090e-02,-1.683741198234481662e-07,1.626522044496041264e-02,4.137592778430288555e-07,1.120154895148572818e-08,-3.064121666924596657e-03,1.787044498455162694e-02,-4.680599453354846929e-07,-2.093386663069685127e-02,1.150200801557079868e-06
5.081085235336050054e+00,3.805063771870757505e-01,-9.681688827610357775e-03,-4.565582349223839542e-01,-4.123011967702027842e-09,-1.123919774955409068e+00,-3.805063673190965390e-01,4.056427448084022056e-09,2.599272876091640767e-03,-1.360545759347995057e-02,-1.694771766191278067e-07,1.620498393312576335e-02,4.164699062720479239e-07,7.172898629479876494e-09,-3.071873326894571880e-03,1.789044868164857416e-02,-2.997406753016959001e-07,-2.096187372166785634e-02,7.365761983704279634e-07
5.083960778762952160e+00,3.805063771987644006e-01,-9.674227216527936726e-03,-4.565972840131383159e-01,-4.611361947177982649e-09,-1.123873263523214705e+00,-3.805063661190348223e-01,4.071364400976752287e-09,2.590428434965436153e-03,-1.355398406221769089e-02,-1.701014031282071733e-07,1.614466689432149729e-02,4.180038661758806797e-07,3.230362948545190834e-09,-3.079617349901604857e-03,1.791045939477387341e-02,-1.350193122187410637e-07,-2.098987481076849265e-02,3.317930241813886575e-07
5.086836322189854265e+00,3.805063772104798070e-01,-9.666791070026190674e-03,-4.566361850067766626e-01,-5.100830829174548846e-09,-1.123826925651044029e+00,-3.805063649162235828e-01,4.075087502118436708e-09,2.581561736600151112e-03,-1.350245297914696996e-02,-1.702571085739678506e-07,1.608426934576182368e-02,4.183864912462844705e-07,-6.266694741798310937e-10,-3.087353689896302992e-03,1.793047716266837552e-02,2.612968773639298673e-08,-2.101786992889289468e-02,-6.421149192154233221e-08
5.089711865616756370e+00,3.805063772221901064e-01,-9.659380452074940379e-03,-4.566749377377770647e-01,-5.590086095263938603e-09,-1.123780761570380538e+00,-3.805063637139372013e-01,4.067841739411629514e-09,2.572672803154898730e-03,-1.345086432392575589e-02,-1.699545286570174611e-07,1.602379130457206799e-02,4.176429345017762582e-07,-4.398811188450197464e-09,-3.095082300773844934e-03,1.795050202411819368e-02,1.837319171400082567e-07,-2.104585910699794532e-02,-4.515002406552862444e-07
5.092587409043658475e+00,3.805063772338640460e-01,-9.651995426580120205e-03,-4.567135420405589175e-01,-6.077824554342958168e-09,-1.123734771512660879e+00,-3.805063625153782270e-01,4.049870337692874220e-09,2.563761656921445097e-03,-1.339921807610040295e-02,-1.692038254163529950e-07,1.596323278778843599e-02,4.157981679462131722e-07,-8.086675889904352412e-09,-3.102803136373719073e-03,1.797053401795500535e-02,3.378130164438845064e-07,-2.107384237610199912e-02,-8.301362303850667134e-07
5.095462952470560580e+00,3.805063772454712612e-01,-9.644636057383328825e-03,-4.567519977494826633e-01,-6.562772130623381766e-09,-1.123688955709271520e+00,-3.805063613236776554e-01,4.021414755467904493e-09,2.554828320324369767e-03,-1.334751421510549201e-02,-1.680150870929566620e-07,1.590259381235780214e-02,4.128769822335948912e-07,-1.169087839901349403e-08,-3.110516150479473736e-03,1.799057318305635755e-02,4.883986730957737074e-07,-2.110181976728363329e-02,-1.200182584963122936e-06
5.098338495897462685e+00,3.805063772569817759e-01,-9.637302408261542996e-03,-4.567903046988494586e-01,-7.043683651223094219e-09,-1.123643314391549852e+00,-3.805063601418950392e-01,3.982714681707751137e-09,2.545872815921243568e-03,-1.329575272026385473e-02,-1.663983279959354371e-07,1.584187439513769571e-02,4.089039863391180798e-07,-1.521203463985556892e-08,-3.118221296818437464e-03,1.801061955834597217e-02,6.355146206525679283e-07,-2.112979131168032931e-02,-1.561702541549440224e-06
5.101214039324364791e+00,3.805063772683665579e-01,-9.629994542926640505e-03,-4.568284627229008410e-01,-7.519342633388724609e-09,-1.123597847790786641e+00,-3.805063589730199869e-01,3.934008032705551712e-09,2.536895166402759142e-03,-1.324393357078619896e-02,-1.643634883711974959e-07,1.578107455289590177e-02,4.039036072364638770e-07,-1.865076161889024704e-08,-3.125918529061473550e-03,1.803067318279400269e-02,7.791866378935108175e-07,-2.115775704048717884e-02,-1.914759448432549376e-06
