time_s,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6
1.864818960605543197e+00,-3.805063769847945587e-01,-1.574795922967293926e-02,-4.178820247921977704e-01,1.119810778836013614e-09,-1.168662262492746740e+00,3.805063763565330048e-01,-7.709795370585191232e-15,9.237055602495177972e-03,-7.413475077574481487e-02,3.961566727962268129e-11,8.337180637829724739e-02,-1.013844083664604645e-10,4.961504817197862191e-14,3.383348869949336958e-03,4.191399236537164674e-02,-7.726957032102407731e-12,-3.853064349590439724e-02,3.969704247105228261e-11
1.866399315656904090e+00,-3.805063769847945587e-01,-1.573335719472461827e-02,-4.179991316119377465e-01,1.119873375957789972e-09,-1.168530553638058356e+00,3.805063763563728552e-01,-7.633213634034913265e-15,9.242369218696463995e-03,-7.406838353918955564e-02,3.960336292567660735e-11,8.331075275794246060e-02,-1.013214665364542458e-10,4.730363758934137143e-14,3.341224967797197694e-03,4.207624380041016104e-02,-7.844683562563541939e-12,-3.873501883312698707e-02,3.995823225823818491e-11
1.867979670708264539e+00,-3.805063769847945587e-01,-1.571874681500743526e-02,-4.181161333453918827e-01,1.119935953487285839e-09,-1.168398941524886991e+00,3.805063763562127055e-01,-7.560277344053606275e-15,9.247616209830130871e-03,-7.400176012532062864e-02,3.959087248336693465e-11,8.324937633520637648e-02,-1.012581120670391663e-10,4.500160711111831458e-14,3.299032392067164678e-03,4.223819446718675430e-02,-7.962458816664561662e-12,-3.893916207566541082e-02,4.021925316412585511e-11
1.869560025759625210e+00,-3.805063769847945587e-01,-1.570412819589813921e-02,-4.182330295880852811e-01,1.119998511130354963e-09,-1.168267426663084141e+00,3.805063763560527779e-01,-7.490971622122143144e-15,9.252796467858353385e-03,-7.393488101005196711e-02,3.957819587657073880e-11,8.318767747796505796e-02,-1.011943452266407630e-10,4.270902577953989578e-14,3.256771764116636603e-03,4.239984361512584565e-02,-8.080281683056953772e-12,-3.914307185158667768e-02,4.048010324811646310e-11
1.871140380810985659e+00,-3.805063769847946142e-01,-1.568950144294346122e-02,-4.183498199362954972e-01,1.120061048592732597e-09,-1.168136009561919320e+00,3.805063763558928502e-01,-7.425281481019284377e-15,9.257909885726365445e-03,-7.386774667048290333e-02,3.956533303092423718e-11,8.312565655626308336e-02,-1.011301662867538137e-10,4.042596211879218364e-14,3.214443706687170575e-03,4.256119049470971638e-02,-8.198151046869761517e-12,-3.934674678863149533e-02,4.074078056663067899e-11
1.872720735862346553e+00,-3.805063769847946142e-01,-1.567486666185852195e-02,-4.184665039870555936e-01,1.120123565580037362e-09,-1.168004690730074069e+00,3.805063763557330891e-01,-7.363191825642003511e-15,9.262956357364611135e-03,-7.380035758489614239e-02,3.955228387382815910e-11,8.306331394231357412e-02,-1.010655755219465765e-10,3.815248413280561803e-14,3.172048843893907240e-03,4.272223435747031506e-02,-8.316065789718793366e-12,-3.955018551421668471e-02,4.100128317311586570e-11
1.874301090913707002e+00,-3.805063769847945587e-01,-1.566022395852531557e-02,-4.185830813381548055e-01,1.120186061797774761e-09,-1.167873470675641734e+00,3.805063763555734391e-01,-7.304687453829510714e-15,9.267935777690987711e-03,-7.373271423275687408e-02,3.953904833445370412e-11,8.300065001049963809e-02,-1.010005732098665666e-10,3.588865930307252232e-14,3.129587801215585711e-03,4.288297445597886309e-02,-8.434024789714288971e-12,-3.975338665543472205e-02,4.126160911804958806e-11
1.875881445965067895e+00,-3.805063769847946142e-01,-1.564557343899108596e-02,-4.186995515881413721e-01,1.120248536951340077e-09,-1.167742349906120580e+00,3.805063763554139555e-01,-7.249753057190469676e-15,9.272848042612885644e-03,-7.366481709471016381e-02,3.952562634374753096e-11,8.293766513737373114e-02,-1.009351596312438913e-10,3.363455458648425500e-14,3.087061205484195950e-03,4.304341004383474556e-02,-8.552026921468924398e-12,-3.995634883905300333e-02,4.152175644894319290e-11
1.877461801016428344e+00,-3.805063769847946142e-01,-1.563091520946682453e-02,-4.188159143363242576e-01,1.120310990746020439e-09,-1.167611328928413350e+00,3.805063763552544720e-01,-7.198373221933836964e-15,9.277693049029407321e-03,-7.359666665258011997e-02,3.951201783443774169e-11,8.287435970165908661e-02,-1.008693350698969883e-10,3.139023641319687391e-14,3.044469684874769912e-03,4.320354037565658778e-02,-8.670071056106474910e-12,-4.015907069151512104e-02,4.178172321034756704e-11
1.879042156067789016e+00,-3.805063769847946142e-01,-1.561624937632565858e-02,-4.189321691827744276e-01,1.120373422886998750e-09,-1.167480408248822155e+00,3.805063763550950440e-01,-7.150532429702949901e-15,9.282470694833433109e-03,-7.352826338936795103e-02,3.949822274103913553e-11,8.281073408424974303e-02,-1.008030998127367619e-10,2.915577068451977848e-14,3.001813868895048670e-03,4.336336470707204127e-02,-8.788156061270219250e-12,-4.036155083894097523e-02,4.204150744385772553e-11
